,s_score,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,Receptor,hits_actual,Score Type,subset,quality,quality_pred
5,-0.6865047004317517,-0.7868791702164306,0.2959423076426403,-0.25276481743015494,-0.44163263874208,-0.3797510396746992,-0.6341213277119793,0.0,-0.3261640365267211,-0.8603502506028542,0.4574957109978142,-0.13551048122114873,0.561011665589618,-0.17059779852710938,-2.1858128414339997,5HT2B,8,dE,moefrags,1,0
8,0.18054006216951246,-0.8053897862993323,-0.8503312428680224,-1.0523623117366765,-0.5546467121974366,0.9055664093762906,0.3267307386035736,0.0,-0.3261640365267211,0.23082567894714245,0.4574957109978142,-0.5063812741178462,2.0964120135190987,-0.17059779852710938,-2.1858128414339997,5HT2C,4,dE(class),moefrags,0,1
23,-1.0312148043458909,-0.7452302840299015,-1.5702921266932977,-1.4778315207326276,-0.9497614020716146,-0.503736042208024,-0.7342488634361299,0.0,3.0659419433511785,-1.4059382153778526,-1.1284894204612745,1.718843480666243,-0.9743886823398625,-0.17059779852710938,-2.1858128414339997,Beta 2,17,dU,moefrags,0,0
27,0.5831281541292667,-0.7961344782578815,0.8626111927048248,1.4889980151554076,1.4719233987721776,0.6450598392597844,0.9320315472215703,0.0,-0.3261640365267211,-0.8603502506028542,-1.1284894204612745,-0.13551048122114873,-0.9743886823398625,6.926270617716738,-2.1858128414339997,H1,6,dU,moefrags,0,0
30,0.8750759187168917,-0.7961344782578815,-0.9887912588276961,-0.835027040899946,-0.30422228335279317,-0.5172710257078481,-0.4143349499416676,0.0,-0.3261640365267211,0.776413639903025,0.4574957109978142,-0.8772520670145436,0.561011665589618,-0.17059779852710938,-2.1858128414339997,M1,6,dU(class),moefrags,1,0
33,-0.7853271099922744,-0.8146450943407832,1.4949724968778553,1.386858194526391,0.7368111120981908,-2.1087235246386467,-0.19179923717697345,0.0,-0.3261640365267211,-0.8603502506028542,-1.1284894204612745,1.3479726877695457,-0.9743886823398625,-0.17059779852710938,-2.1858128414339997,M2,2,dE,moefrags,1,0
34,0.3821610481051215,-0.8053897862993323,1.5840582139722879,1.633892555255041,0.6679003575559239,1.484230869038965,1.7994193045528086,0.0,-0.3261640365267211,1.8675895694530218,-1.1284894204612745,-0.5063812741178462,-0.9743886823398625,-0.17059779852710938,-2.1858128414339997,M2,4,dU(class),moefrags,1,1
37,0.6752050231325539,-0.8007621322786069,-0.16524636237674153,-0.0869067564849627,1.9213287758734645,-1.5245341270692014,-1.1626949241775795,0.0,-0.3261640365267211,0.23082567894714245,0.4574957109978142,-0.8772520670145436,2.0964120135190987,-0.17059779852710938,-2.1858128414339997,M4,5,dE,moefrags,0,0
47,-1.5666174453812451,-0.8192727483615088,0.25168880844000363,1.068316968885107,0.7564383599721195,-0.2696535726768413,0.05484534382861336,0.0,-0.3261640365267211,-1.4059382153778526,-1.1284894204612745,1.3479726877695457,-0.9743886823398625,1.6036193086387323,-2.1858128414339997,OPRK,1,dU,moefrags,1,0
